taxon,family,genus,species,transect,type,volume.m3,total.length.mm,Habitat,Habitat.verbose
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Cyclothone alba,Gonostomatidae,Cyclothone,alba,5,Inside,375.9,9,Deep-water,Mesopelagic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,5,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,8,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Parupeneus sp.,Mullidae,Parupeneus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,5,Inside,375.9,5,NA,NA
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,5,CoralReef,Reef-associated
Unk.Carapid,Carapidae,Unk.Carapid,,5,Inside,375.9,3,Deep-water,Mesopelagic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,5,Inside,375.9,3,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,5,Inside,375.9,3,NA,NA
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,4,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Sphyraena sp.,Sphyraenidae,Sphyraena,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,10,Epipelagic,Epipelagic-neritic
Parupeneus sp.,Mullidae,Parupeneus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,9,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,5,Inside,375.9,3,NA,NA
Parupeneus sp.,Mullidae,Parupeneus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Unk.Mullid,Mullidae,Unk.Mullid,,5,Inside,375.9,2,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,5,Inside,375.9,3,NA,NA
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,5,Inside,375.9,6,NA,NA
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,7,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,5,Inside,375.9,4,NA,NA
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,2,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,4,Epipelagic,Epipelagic-neritic
Parupeneus sp.,Mullidae,Parupeneus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,5,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,4,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,4,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,26,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,5,Inside,375.9,6,NA,NA
Parupeneus sp.,Mullidae,Parupeneus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,9,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,5,Inside,375.9,3,NA,NA
Unknown,Unknown,Unknown,,5,Inside,375.9,3,NA,NA
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,8,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Atherinomorus insularum,Atherinidae,Atherinomorus,insularum,5,Inside,375.9,3,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,6,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,4,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,5,Inside,375.9,3,NA,NA
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,4,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,2,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,5,Inside,375.9,4,NA,NA
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,5,Inside,375.9,3,CoralReef,Reef-associated
Parupeneus sp.,Mullidae,Parupeneus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Parupeneus sp.,Mullidae,Parupeneus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parupeneus sp.,Mullidae,Parupeneus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Rhinecanthus sp.,Balistidae,Rhinecanthus,sp.,5,Inside,375.9,10,CoralReef,Reef-associated
Rhinecanthus sp.,Balistidae,Rhinecanthus,sp.,5,Inside,375.9,10,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Atherinomorus insularum,Atherinidae,Atherinomorus,insularum,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,4,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,5,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,4,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,4,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,8,Epipelagic,Epipelagic-neritic
Parupeneus sp.,Mullidae,Parupeneus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,5,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,5,Inside,375.9,3,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,5,Inside,375.9,4,NA,NA
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,5,Inside,375.9,5,NA,NA
Sphyraena sp.,Sphyraenidae,Sphyraena,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,10,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,4,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,27,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,5,Inside,375.9,3,NA,NA
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Atherinomorus insularum,Atherinidae,Atherinomorus,insularum,5,Inside,375.9,3,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,5,Inside,375.9,11,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,5,Inside,375.9,3,CoralReef,Reef-associated
Neoscopelus sp.,Neoscopelidae,Neoscopelus,sp.,5,Inside,375.9,6,Deep-water,Mesopelagic
Unknown,Unknown,Unknown,,5,Inside,375.9,5,NA,NA
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,9,CoralReef,Reef-associated
Parupeneus sp.,Mullidae,Parupeneus,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,5,Inside,375.9,3,CoralReef,Reef-associated
Atherinomorus insularum,Atherinidae,Atherinomorus,insularum,5,Inside,375.9,3,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,5,Inside,375.9,3,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,5,Inside,375.9,2,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Parupeneus sp.,Mullidae,Parupeneus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,5,Inside,375.9,6,NA,NA
Unknown,Unknown,Unknown,,5,Inside,375.9,3,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Apogon sp.,Apogonidae,Apogon,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,5,Inside,375.9,3,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,5,Inside,375.9,4,NA,NA
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,5,Inside,375.9,4,NA,NA
Unk.Mullid,Mullidae,Unk.Mullid,,5,Inside,375.9,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,4,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,5,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,6,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,5,Inside,375.9,3,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,5,Inside,375.9,2,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,4,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,5,Inside,375.9,5,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,4,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,5,Inside,375.9,3,NA,NA
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,5,Inside,375.9,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,5,Inside,375.9,10,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,5,Inside,375.9,8,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,3,Epipelagic,Epipelagic-neritic
Unk.Mullid,Mullidae,Unk.Mullid,,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,4,Epipelagic,Epipelagic-neritic
Atherinomorus insularum,Atherinidae,Atherinomorus,insularum,5,Inside,375.9,3,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,3,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,5,Inside,375.9,5,CoralReef,Reef-associated
Atherinomorus insularum,Atherinidae,Atherinomorus,insularum,5,Inside,375.9,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,5,Inside,375.9,4,Epipelagic,Epipelagic-neritic
